StudentID,Name,Gender,AttendanceRate,StudyHoursPerWeek,PreviousGrade,ExtracurricularActivities,ParentalSupport,FinalGrade,Study Hours,Attendance (%),Online Classes Taken
985.0,Harper Thompson,Female,90.2,22.6,76.2,,MEDIUM,86.4,4.0,82.6,True
150.0,Sarah Lewis,FEMALE,78.2,,74.5,1.0,medium,76.2,4.2,74.9,False
125.0,Elizabeth Lewis,Female,80.8,18.8,78.7,1.0,Medium,80.3,2.6,56.8,False
801.0,John Johnson,Female,58.2,16.6,78.5,1.0,MEDIUM,68.6,0.9,63.7,False
838.0,, Female ,74.5,15.6,67.1,3.0,Medium,68.2,4.1,70.5,True
51.0,Matthew Jackson,Male,82.7,12.4,81.1,1.0,MEDIUM,79.7,3.9,96.3,
354.0,Mia Walker,Male,81.9,12.8,,0.0,Low,75.3,2.4,83.3,True
944.0,Lucas Smith,male,75.0,22.3,93.6,,Medium,78.6,0.4,78.2,True
143.0,Ava Walker,female,94.6,15.5,58.3,2.0,Low,79.9,1.3,63.9,False
471.0,Matthew Robinson,Female,64.8,11.5,62.3,0.0,medium,68.8,3.0,25.9,True
400.0,Sophia Rodriguez,FEMALE,68.0,10.7,79.7,1.0,Low,77.8,1.7,94.0,False
639.0,Emily Garcia,Male,63.9,28.1,80.2,1.0,High,83.1,2.4,77.6,False
321.0,Sophia Brown,Male,90.1,25.0,79.5,1.0,LOW,85.2,2.6,44.2,True
20.0,Mia Brown,male,99.1,14.3,75.2,0.0,Low,79.5,1.7,103.7,True
825.0,Ethan Clark,Female,86.6,11.6,70.1,2.0,Medium,70.0,4.6,118.9,False
860.0,Jackson Sanchez,male,79.3,20.6,100.0,3.0, Medium ,87.6,4.4,86.7,True
824.0,Evelyn Robinson,Female,84.8,23.8,69.4,2.0, High ,76.4,2.4,124.3,False
408.0,Emma Robinson, Female ,88.8,25.2,95.0,1.0,Medium,95.3,1.7,108.3,True
538.0,Michael Brown,Male,81.1,30.0,72.1,0.0,Medium,93.1,1.7,73.9,False
634.0,Isabella Robinson,Female,90.2,11.3,60.8,0.0,Medium,68.8,0.4,72.6,True
,Ava Thomas,female,89.1,12.7,72.2,2.0,LOW,78.6,-0.6,83.4,False
176.0,Mia Wilson, Female ,92.8,23.2,59.5,1.0,Low,83.6,2.9,71.8,False
246.0,Alex Allen,Female,100.0,14.9,72.2,2.0,high,79.9,2.2,86.8,False
844.0,Sarah Lewis,male,77.7,21.9,67.9,1.0,low,76.3,3.1,35.4,False
681.0,Abigail Young,MALE,81.1,14.9,73.2,4.0,low,79.2,2.6,93.6,True
851.0,Charlotte Williams,Male,90.3,13.0,78.9,1.0,medium,79.3,2.1,74.2,False
874.0,Michael Young,Male,81.7,13.6,87.3,0.0,Low,77.4,4.9,84.7,True
155.0,Mia Martinez,Female,75.2,4.9,52.8,1.0,Low,60.2,-7.9,84.7,False
288.0,Harper Davis,Female,85.1,13.2,85.8,1.0,Medium,,3.0,59.4,False
616.0,Evelyn Garcia,FEMALE,69.1,10.9,65.1,0.0,Medium,65.5,3.5,61.3,False
570.0,Harper Allen,Female,77.2,17.6,77.4,1.0,low,,0.1,58.7,False
758.0,Isabella Perez,Female,81.0,23.2,80.7,1.0, Medium ,77.6,1.2,61.8,False
18.0,Michael Moore,Female,67.4,17.3,72.3,2.0, Medium ,65.8,1.8,48.1,False
128.0,Matthew Thompson,female,91.4,24.5,77.4,2.0,Medium,93.0,1.7,79.6,False
323.0,,MALE,57.6,19.0,63.7,0.0,Medium,73.5,3.8,60.0,True
256.0,Emma Williams,Female,83.3,16.4,64.7,4.0,High,80.3,3.4,106.0,False
671.0,David Sanchez,Female,83.0,20.0,87.2,1.0,MEDIUM,91.8,0.6,63.9,False
983.0,,Female,72.3,16.4,74.6,,Medium,74.7,2.8,76.0,False
191.0,Daniel Taylor,male,76.9,9.7,92.2,,Low,74.6,4.4,64.5,True
,Harper Moore, Male ,69.4,18.3,52.2,2.0,High,71.3,4.0,74.9,False
630.0,James Brown,Male,86.7,21.8,84.1,,Medium,86.3,2.6,85.8,
607.0,Sophia Jones,Female,91.6,17.5,65.1,0.0,Medium,,3.5,68.6,False
181.0,,FEMALE,67.3,19.5,56.3,0.0,high,65.3,5.5,110.9,True
302.0,Jackson Taylor,male,74.2,6.3,84.1,2.0, Medium ,74.4,2.4,93.5,False
774.0,Abigail Anderson,Female,97.8,21.2,91.9,0.0,Medium,89.1,2.9,26.1,False
912.0,Olivia Robinson,MALE,79.6,6.8,67.9,0.0,HIGH,63.4,3.4,195.9,
738.0,James Williams,Male,82.1,14.8,55.3,1.0,high,75.8,0.9,127.1,True
763.0,David Smith,Male,82.9,6.0,100.0,1.0,Low,84.0,5.8,66.2,True
904.0,Sebastian Davis,FEMALE,86.8,10.4,67.8,1.0,,,2.2,67.4,
518.0,Sarah Johnson,Female,84.2,15.2,72.0,2.0,low,75.6,4.0,59.7,False
741.0,Jackson Taylor,Male,76.6,12.6,65.3,0.0,Low,66.3,0.8,94.3,False
46.0,Charlotte Jones,Female,87.0,21.5,94.8,0.0,Medium,93.6,1.1,32.9,
925.0,Noah Wilson,Male,88.8,15.6,83.7,0.0,low,77.5,3.6,65.1,False
158.0,Henry Lewis,Female,64.2,21.6,66.6,1.0,High,79.2,3.5,149.0,True
759.0,Michael Lee,Male,75.5,29.4,95.6,2.0,Low,90.0,2.5,47.7,False
172.0,Alex Perez,,73.7,10.1,89.3,0.0,Medium,78.1,3.2,82.1,True
17.0,Amelia Anderson,Male,100.0,3.8,49.3,0.0,Medium,72.9,3.3,80.4,True
512.0,Matthew Miller,female,78.9,15.7,77.6,0.0,Low,66.1,0.8,171.2,True
49.0,Daniel White, Female ,100.0,21.4,81.6,1.0,High,89.5,4.9,92.8,False
990.0,Emily Walker, Male ,90.2,15.8,75.1,1.0,Low,74.3,3.2,100.4,True
856.0,Elizabeth Lewis,MALE,85.7,21.2,74.4,1.0,High,86.3,4.1,93.1,False
516.0,Michael Walker,Female,89.7,17.9,78.6,1.0,LOW,83.9,1.6,60.6,False
974.0,Lucas Wilson,Female,83.0,16.6,79.5,1.0, High ,78.3,1.8,99.5,False
481.0,Ava Jones,Female,69.3,25.9,,2.0,Low,70.4,2.9,111.8,True
284.0,Lucas Ramirez,Female,68.9,5.3,82.6,,Low,71.3,2.8,71.9,False
733.0,Sofia White,Female,72.0,16.5,81.9,1.0,Low,78.1,0.1,124.5,False
668.0,Elizabeth White,Female,76.8,18.5,71.3,0.0,High,81.2,2.8,83.8,False
226.0,Sophia Allen,FEMALE,88.4,16.8,78.2,1.0,,83.4,1.9,83.6,
27.0,Benjamin Williams,Female,90.8,16.6,83.8,0.0,High,94.4,3.5,123.3,False
797.0,,Female,85.3,12.1,54.2,1.0,Medium,65.6,0.5,111.4,True
438.0,Sofia Thompson, Female ,86.5,16.5,96.5,1.0,High,98.2,5.3,41.3,True
968.0,Sophia Moore,male,76.2,19.2,58.3,3.0,Low,85.3,1.0,33.8,True
365.0,Michael Martin,FEMALE,73.2,16.1,71.1,2.0,medium,76.2,1.1,60.1,True
230.0,Olivia Rodriguez,,90.7,4.5,91.2,0.0, Medium ,76.6,3.3,78.7,True
38.0,Jackson Smith,MALE,70.5,2.8,88.0,0.0,,67.9,2.6,83.8,False
984.0,Evelyn Sanchez,Female,89.4,13.8,62.8,0.0,Medium,71.7,1.6,192.2,True
375.0,Sebastian Robinson, Female ,87.8,19.0,92.2,3.0,Low,78.4,0.5,100.0,False
470.0,Sofia Johnson,Male,89.3,14.1,65.9,1.0,MEDIUM,75.0,2.1,92.9,False
986.0,Evelyn Clark,Female,100.0,14.0,62.1,2.0,medium,80.8,-1.3,109.8,False
866.0,Daniel Taylor,Male,87.2,17.7,69.7,1.0,High,78.7,3.4,84.6,False
718.0,Lucas Anderson,Female,87.1,17.1,79.0,0.0,Low,89.0,2.3,167.1,False
740.0,Sebastian Miller,Male,73.9,13.5,78.8,1.0,Low,77.4,3.3,60.2,False
195.0,David Jackson,female,79.6,15.9,82.5,1.0,Medium,79.8,1.3,53.1,False
870.0,Sarah Clark, Male ,92.0,14.4,53.7,1.0,Medium,,4.8,85.5,False
880.0,Ethan Brown,Female,90.4,6.2,72.0,2.0,High,80.1,3.8,85.4,True
504.0,Sebastian Martinez,Male,79.6,11.6,69.5,1.0,low,66.1,5.7,70.0,True
988.0,Sophia Miller,FEMALE,77.4,21.9,75.2,2.0,medium,87.1,1.4,97.8,True
846.0,John Perez,Male,77.1,19.1,75.0,0.0,Low,70.7,1.7,118.9,False
580.0,Michael Perez,FEMALE,84.9,15.6,72.9,0.0,Low,71.0,1.9,64.0,False
987.0,Ethan Ramirez, Female ,78.2,13.5,80.1,0.0,Low,71.1,4.1,50.9,False
,Benjamin Lewis,male,89.6,25.2,64.4,4.0,Medium,87.2,3.2,83.1,True
716.0,Emily Robinson,MALE,82.5,5.4,68.9,0.0,LOW,74.3,1.5,78.3,True
153.0,Sofia Taylor,Female,81.6,,68.0,2.0,Low,74.0,0.6,60.2,True
695.0,Alex Jones,Female,84.2,12.4,66.8,0.0,High,68.6,4.2,54.4,False
714.0,Matthew Sanchez,Female,69.8,16.2,66.0,1.0,High,71.7,2.4,84.9,False
996.0,Ethan Smith,Female,82.9,10.9,100.0,1.0,Medium,87.1,2.0,56.1,True
112.0,Emily Miller,Female,79.8,19.8,84.4,0.0,Low,75.0,1.9,79.8,True
227.0,Jackson Brown,FEMALE,76.6,5.5,60.4,, Low ,72.0,1.9,97.4,True
910.0,Alex Young,Male,89.9,16.7,83.8,2.0, Medium ,79.2,0.7,74.1,
104.0,, Male ,70.5,26.1,73.0,1.0,HIGH,89.5,1.7,60.4,True
422.0,Daniel Allen, Female ,96.2,21.4,91.9,1.0,HIGH,90.2,2.8,69.9,True
420.0,Amelia Moore,,65.7,18.4,78.6,0.0,High,82.5,0.9,74.8,True
765.0,,MALE,71.0,17.5,66.7,0.0,HIGH,82.6,3.3,77.1,False
587.0,Daniel Ramirez,male,88.6,18.9,73.0,2.0,Medium,81.2,4.3,85.4,False
845.0,John Sanchez,male,85.7,34.5,75.1,2.0,low,87.7,3.7,92.6,False
673.0,, Female ,78.2,16.3,79.2,2.0,Low,72.4,3.3,64.7,False
120.0,Michael Moore,Female,85.5,24.2,58.9,2.0,Low,59.6,1.4,79.3,True
54.0,Lucas Young,FEMALE,62.0,20.8,87.9,0.0,high,84.4,1.2,81.6,True
152.0,Ava Jackson,Male,79.5,20.9,,1.0,Medium,76.1,4.3,59.8,False
404.0,Charlotte Martinez, Female ,92.2,34.4,94.7,2.0,Medium,92.1,4.6,54.8,False
,Benjamin Allen, Male ,79.2,,,1.0,,89.8,3.2,75.9,False
208.0,Charlotte Harris,Female,82.0,14.4,61.8,1.0,medium,72.2,4.7,52.6,True
659.0,Alex Lewis,,84.2,11.1,66.5,0.0,High,75.6,4.5,92.2,False
859.0,Daniel Jackson,Female,100.0,22.8,63.6,0.0,Low,77.0,2.4,45.4,
949.0,David Smith,Female,58.3,19.0,74.3,2.0,Medium,70.6,3.3,52.3,False
9.0,Liam Sanchez,Female,67.7,20.0,92.1,1.0,Medium,81.4,1.1,42.4,False
823.0,Emma Martinez,Male,93.0,12.7,84.6,1.0,High,90.8,2.7,79.6,False
37.0,Elizabeth Walker,Female,85.2,15.3,87.0,1.0,Medium,84.1,1.6,37.7,False
453.0,Lucas Johnson,Male,87.5,16.0,69.3,0.0,High,86.7,1.8,52.6,False
652.0,Evelyn Smith,female,87.0,23.3,,1.0,Medium,87.9,1.3,69.7,False
254.0,Sophia Clark,female,80.9,9.2,,2.0,Medium,78.4,5.6,47.1,True
304.0,Sebastian Robinson,Female,71.4,21.3,82.1,1.0,Low,82.7,-1.7,70.3,False
761.0,Olivia Anderson,Male,82.9,24.6,94.5,2.0,High,86.6,-1.6,96.3,False
572.0,Benjamin Wilson,female,77.1,19.4,69.5,3.0,High,80.5,2.7,71.3,True
624.0,,female,83.6,12.9,70.6,0.0,Medium,63.4,0.2,79.5,False
724.0,Michael Harris,male,72.0,19.4,100.0,0.0,Low,83.1,1.3,73.5,True
833.0,Mia Lee,,94.0,13.0,64.6,2.0,Medium,77.2,4.3,71.6,True
263.0,Ava Thomas,Male,75.4,5.6,86.2,3.0,Medium,,1.2,138.8,False
611.0,Elizabeth Clark,female,78.6,21.2,72.4,3.0,Medium,85.9,4.6,61.3,True
298.0,Mia White,MALE,100.0,18.0,59.7,0.0,,88.4,1.1,127.3,False
415.0,John Lee,MALE,71.4,16.7,59.7,1.0,low,62.3,0.2,65.4,True
151.0,Elizabeth Anderson,Male,84.9,6.0,82.7,1.0, Low ,,1.1,97.2,True
803.0,Amelia Thomas,Female,,18.0,69.4,2.0,HIGH,82.5,2.8,82.4,False
641.0,Daniel Harris,Male,84.6,9.9,,1.0,Medium,73.0,3.0,103.4,False
905.0,Mia Martinez, Female ,100.0,18.9,48.8,1.0, Medium ,74.8,3.3,100.5,True
551.0,Jackson Rodriguez,Female,69.4,30.2,79.3,0.0,Medium,85.1,2.0,124.9,False
992.0,Henry Thomas,Female,78.0,20.2,72.0,2.0,MEDIUM,74.3,4.1,83.3,False
,Matthew Brown,FEMALE,73.3,20.4,74.3,0.0,Medium,74.6,-0.2,86.1,
711.0,Daniel Wilson,MALE,,22.4,87.7,0.0,MEDIUM,66.1,0.2,92.5,True
148.0,Noah Clark,Female,84.0,14.8,92.6,1.0,Medium,83.0,2.5,63.5,False
147.0,Sarah Jackson,Male,87.1,10.0,55.2,1.0,,75.8,1.8,93.8,False
735.0,Liam Lewis,MALE,,15.3,90.3,0.0,Low,90.3,3.4,108.0,False
948.0,Emma Walker,Male,78.5,26.0,77.9,2.0,Low,86.1,3.0,50.2,False
754.0,David Anderson,Female,99.8,9.8,73.4,1.0,HIGH,79.7,2.4,79.8,False
660.0,Ava Davis,Male,89.7,8.5,66.2,0.0,High,,2.6,54.4,True
349.0,Olivia Sanchez,Male,82.4,17.7,73.8,0.0,Medium,76.8,2.9,60.9,
464.0,Benjamin Johnson,FEMALE,93.3,12.1,83.0,0.0,low,79.8,2.2,105.5,
326.0,Liam Garcia, Female ,94.1,16.6,60.4,2.0,High,81.7,3.3,56.5,False
187.0,Emma Jones,Male,,25.8,92.1,0.0,medium,100.0,2.0,81.1,False
124.0,Lucas Davis,Female,75.0,18.0,74.3,2.0,,91.2,2.2,50.2,True
,Mia Smith,FEMALE,83.7,12.0,81.8,0.0, Low ,78.8,3.9,175.4,False
609.0,Charlotte Davis,FEMALE,87.3,28.5,73.9,1.0,MEDIUM,91.1,1.5,78.1,True
144.0,Benjamin Lewis,female,67.8,17.2,92.5,2.0,Medium,94.4,1.6,49.2,True
977.0,Alex Walker,Male,72.2,12.1,69.9,0.0,,,0.6,71.0,True
198.0,,Female,64.4,10.3,98.0,3.0,MEDIUM,,3.6,70.5,False
610.0,Elizabeth Brown,FEMALE,80.0,10.9,48.4,1.0,MEDIUM,60.1,3.2,80.7,True
280.0,Alex Lewis,Female,83.1,24.4,69.3,1.0,High,,1.5,35.0,False
294.0,Sophia Smith,Female,76.3,16.7,84.1,0.0,Medium,87.3,1.2,72.1,False
401.0,Charlotte Lewis,Male,88.6,7.2,60.4,1.0,Medium,70.1,2.8,128.2,False
123.0,Evelyn Rodriguez,Female,87.5,15.5,75.9,2.0, Low ,84.9,2.7,79.9,False
184.0,Daniel Thomas,Female,88.5,10.3,67.2,0.0,Medium,78.3,2.4,91.8,True
203.0,Lucas Allen,Male,81.0,13.9,69.8,0.0,HIGH,69.1,5.2,89.8,False
439.0,Alex Martinez,Female,77.5,10.8,,1.0,High,67.5,1.5,74.3,True
247.0,Matthew Lewis,Female,77.5,18.4,72.9,1.0,MEDIUM,73.8,2.8,88.9,False
416.0,Daniel Clark,Male,63.7,2.5,79.8,1.0,medium,70.8,2.2,72.9,False
791.0,Alex Lee,FEMALE,71.6,22.9,71.8,1.0,High,85.8,0.5,62.2,False
867.0,Jackson Brown,Male,59.8,19.5,87.5,0.0, Medium ,65.7,2.0,54.4,False
922.0,Harper Martin,Female,89.9,17.9,78.8,0.0,Low,82.6,3.1,84.6,True
973.0,Lucas White,Female,71.8,14.0,81.3,0.0,Medium,78.9,2.1,80.0,False
903.0,Liam Harris, Female ,78.5,17.3,70.6,2.0, High ,78.6,3.1,68.0,True
130.0,Evelyn Thompson,Male,77.4,19.7,68.4,0.0,High,71.9,0.2,70.3,False
638.0,Ava Perez,female,74.0,12.1,84.8,4.0,Medium,82.3,2.7,50.7,False
403.0,Sophia Rodriguez,FEMALE,96.1,11.3,60.8,1.0, Medium ,,3.3,78.8,True
799.0,Sophia Moore, Female ,92.8,10.7,93.1,3.0,low,87.3,3.2,54.8,True
785.0,Lucas Harris,Female,86.9,18.9,77.7,1.0, Low ,82.6,2.8,64.2,False
736.0,Daniel Clark,MALE,63.4,22.4,64.9,1.0,High,65.9,3.0,88.2,True
929.0,Benjamin Garcia,Male,93.2,6.7,55.5,1.0,High,,5.1,53.1,True
220.0,Sofia Thomas,Male,79.2,18.7,76.0,1.0,medium,87.7,4.2,75.9,False
642.0,Sofia Johnson,Male,64.9,12.9,77.1,3.0,MEDIUM,66.5,3.0,81.2,False
931.0,Henry Williams,MALE,62.4,9.6,77.2,1.0,low,62.7,2.4,74.8,True
847.0,Emma Taylor,Female,100.0,18.9,78.1,3.0,High,90.5,2.3,84.6,False
926.0,David Brown,Male,75.9,18.6,70.4,1.0,High,84.0,3.5,87.4,False
936.0,David Jones,male,70.4,19.6,78.0,1.0,Medium,74.7,3.0,80.1,True
625.0,Ethan Martin,female,92.2,13.2,87.3,1.0,medium,80.9,2.0,55.2,False
854.0,Noah Jones,Male,82.6,16.8,78.0,1.0,Medium,82.8,2.4,64.4,False
775.0,Elizabeth Clark, Female ,72.8,13.1,89.8,1.0,Medium,76.7,3.3,108.5,True
387.0,,female,82.3,12.6,73.9,0.0,Medium,79.1,3.4,88.7,True
991.0,James Jackson, Male ,76.6,6.5,65.8,2.0,low,,1.1,68.3,False
510.0,Noah White,Male,90.0,15.8,62.6,3.0,medium,76.7,3.9,76.2,False
268.0,James Anderson,Female,76.7,15.0,82.6,1.0,Medium,82.4,0.1,82.8,True
835.0,Elizabeth Taylor,male,93.6,12.5,75.9,0.0,low,78.0,3.1,54.8,True
442.0,Sophia Jackson,Male,92.7,7.6,83.0,3.0,High,80.1,3.7,94.6,False
497.0,Michael Martin,,91.1,19.2,65.9,3.0, Medium ,85.1,3.3,54.6,True
113.0,Henry Garcia,Female,85.4,24.8,79.4,3.0,Medium,100.0,-3.8,65.4,False
692.0,,Female,89.3,10.5,92.5,3.0,High,95.4,3.1,53.4,False
233.0,John Allen, Female ,68.2,15.6,51.7,1.0,high,,-7.7,85.7,True
885.0,Jackson Perez,MALE,90.1,7.2,68.3,2.0,medium,77.2,2.4,68.9,False
608.0,Amelia Lee, Male ,81.7,18.6,74.1,2.0,Medium,85.5,1.5,77.3,True
672.0,Ethan Lee,Female,100.0,12.0,65.8,0.0,Low,78.7,1.0,69.2,False
374.0,Isabella Taylor,Male,86.1,10.0,65.7,,High,85.9,5.7,30.7,True
1000.0,Amelia Rodriguez,Female,62.8,20.6,77.5,2.0,Medium,90.3,-6.3,118.0,True
858.0,Sarah Lee,Female,86.0,12.0,68.5,1.0,medium,74.6,2.9,43.4,True
234.0,Matthew Sanchez,Male,76.7,13.8,59.1,1.0,MEDIUM,71.9,1.1,103.5,True
800.0,Mia Jackson,Male,87.5,14.0,70.6,1.0,Medium,83.5,1.4,87.8,False
677.0,Harper Jones,female,84.5,23.6,91.6,0.0,Medium,100.0,1.2,87.2,False
318.0,Abigail Lee,Male,84.1,13.2,80.5,0.0, High ,80.0,0.1,60.6,True
649.0,David Allen,female,74.0,8.2,92.6,1.0,HIGH,79.1,2.9,97.6,False
,Olivia Johnson,Female,90.7,4.9,75.2,1.0,High,77.0,3.4,86.3,True
914.0,Charlotte Clark,male,97.9,12.5,96.3,2.0,MEDIUM,92.9,3.2,66.9,False
710.0,Mia Miller,,75.8,8.9,81.0,1.0,medium,83.1,2.5,96.0,True
359.0,Alex Brown,Female,86.8,20.5,93.7,0.0,medium,81.1,1.3,67.6,False
259.0,Olivia Martin,Male,88.1,22.2,80.5,2.0,MEDIUM,88.0,-5.4,153.6,False
745.0,Emily Miller,Male,92.8,18.6,91.7,0.0, Medium ,78.5,1.2,91.5,True
628.0,Isabella Lee,MALE,77.3,10.6,54.4,1.0,High,72.6,3.6,44.4,False
633.0,Mia Williams,Female,83.3,21.6,65.8,1.0,medium,79.5,3.3,47.8,False
283.0,Daniel Anderson,,87.1,11.0,54.5,0.0,Medium,68.2,2.8,79.0,False
377.0,Matthew Young, Female ,84.2,19.3,81.9,2.0,High,89.3,3.7,92.5,True
385.0,John Anderson,Male,68.9,12.0,76.0,4.0,low,70.1,2.8,72.2,False
225.0,Abigail Taylor,,75.6,7.1,62.4,2.0,Medium,73.1,1.3,78.3,True
972.0,Benjamin Walker,Male,92.3,24.4,55.1,2.0,Medium,72.1,2.9,123.4,False
830.0,John Allen,MALE,66.2,9.8,80.0,2.0,Low,73.5,1.0,73.4,False
473.0,Benjamin Thomas,Male,73.4,23.1,79.2,1.0,Low,80.6,2.6,60.7,False
348.0,,Female,82.0,4.5,76.9,2.0,Low,78.0,-4.8,55.0,False
506.0,Mia Davis,Male,86.9,,65.4,,medium,67.0,5.7,101.9,False
640.0,David Rodriguez,Female,97.4,19.5,72.4,1.0,LOW,82.1,2.3,88.0,True
679.0,Amelia Walker,female,85.2,19.2,62.9,0.0,High,79.6,2.2,54.6,True
798.0,Mia Garcia,Female,84.5,25.9,88.4,1.0,HIGH,94.6,5.0,76.8,False
945.0,Michael Anderson,Female,73.3,6.9,74.0,1.0,medium,64.7,1.7,68.8,False
921.0,Sebastian Anderson,Male,79.3,17.4,98.3,1.0,Medium,92.4,2.5,56.7,True
620.0,Emma Allen,Female,72.8,22.3,68.9,1.0,High,63.0,3.7,45.9,False
871.0,Mia Johnson,Male,73.0,16.1,97.0,2.0,,79.1,2.9,95.1,False
960.0,Benjamin Garcia, Male ,58.7,23.4,91.3,1.0,HIGH,88.3,3.2,74.3,False
646.0,Sophia Rodriguez,Male,76.9,16.3,84.3,1.0,Low,81.3,2.2,102.0,True
862.0,Sofia Rodriguez, Female ,94.6,14.1,76.2,0.0,High,81.6,1.1,92.9,
557.0,Matthew Robinson,Female,81.7,12.2,93.1,3.0,High,93.6,3.5,101.6,True
976.0,Liam Johnson,Male,72.4,19.2,85.2,0.0,High,88.9,1.7,94.7,False
578.0,Amelia Clark,Male,92.0,15.4,74.8,4.0,Low,81.2,1.7,91.1,False
796.0,Ava Miller,FEMALE,70.2,18.1,86.8,3.0,Low,,3.6,84.2,True
86.0,Abigail Lewis,Female,79.6,13.1,67.2,,High,70.0,3.1,92.4,True
243.0,Alex Young, Male ,83.4,21.0,66.1,1.0,High,84.2,3.7,82.5,False
699.0,Sarah Wilson,Male,88.8,7.3,87.6,1.0,,72.7,3.4,66.9,False
160.0,Emily Wilson,Male,74.4,25.9,71.8,3.0,,76.0,0.9,68.2,
525.0,Sophia Perez,MALE,74.1,8.1,65.3,2.0,Low,79.4,-0.3,48.0,False
36.0,Sarah Sanchez,Female,71.0,29.3,74.5,0.0,Medium,82.1,1.5,62.7,False
541.0,Abigail Moore,Male,77.5,23.5,78.0,0.0,Medium,75.5,4.0,92.9,False
171.0,Michael Perez,MALE,69.8,16.5,83.7,2.0,low,75.3,3.9,59.5,False
655.0,Henry Jones,Female,86.9,17.7,65.3,0.0,Medium,70.0,-7.7,93.5,False
906.0,Abigail Davis,Female,96.8,8.3,86.6,1.0, High ,90.9,1.7,64.2,True
873.0,Michael Perez,FEMALE,84.6,4.7,93.3,0.0,High,86.5,0.8,90.5,True
917.0,Henry Rodriguez,FEMALE,87.0,19.8,56.8,1.0,Medium,87.1,1.6,38.4,False
961.0,Emma Lewis,Female,63.4,16.0,88.9,1.0,Low,75.0,1.9,72.5,True
734.0,Emily Lewis,Male,82.4,8.9,63.0,1.0,medium,71.5,2.3,74.0,False
96.0,Ava Williams,,75.7,13.7,72.0,2.0,LOW,73.9,0.7,87.0,True
564.0,Olivia Walker,Male,81.3,11.4,56.5,1.0,Medium,78.1,3.8,78.1,True
241.0,Emma Jackson,Male,70.7,21.1,74.4,1.0,MEDIUM,75.2,2.6,60.8,False
743.0,Evelyn Thomas,Female,82.9,14.2,81.5,1.0,medium,76.3,0.2,81.1,False
575.0,John Jones,FEMALE,83.1,22.5,66.3,2.0,medium,84.2,2.0,76.8,False
691.0,Charlotte Clark,,81.4,17.6,70.2,,High,79.1,1.8,74.7,True
461.0,Abigail Clark,Male,,11.7,78.9,1.0, High ,78.3,3.6,60.4,True
554.0,Sophia Perez,Male,81.9,16.7,95.7,4.0,HIGH,94.5,-7.1,44.3,True
894.0,Charlotte Harris,FEMALE,84.0,11.2,57.4,3.0,High,91.9,1.2,63.1,False
207.0,Matthew Jackson,,84.2,13.6,75.1,1.0,HIGH,77.8,-0.7,79.1,False
393.0,Isabella Allen, Female ,79.0,24.2,58.8,2.0,Medium,79.1,3.7,70.1,True
795.0,Benjamin Moore,Male,92.3,13.8,65.5,0.0,Medium,66.1,3.2,84.1,False
398.0,Olivia Thompson,MALE,92.4,16.8,75.1,2.0,Medium,92.5,1.2,84.2,True
767.0,Ethan Jackson,Male,83.5,10.5,79.8,3.0,Low,91.4,2.1,78.5,False
864.0,Emily Anderson,Female,82.1,20.7,76.4,1.0,Medium,78.8,1.6,73.0,False
218.0,Alex Harris,Female,85.6,19.1,82.3,1.0,High,95.4,3.3,75.2,True
5.0,Benjamin Brown,Female,91.9,11.8,80.9,1.0,Medium,78.7,4.3,47.5,True
769.0,Emma Williams,Male,100.0,19.7,67.0,1.0,Medium,71.9,1.9,77.1,False
643.0,Elizabeth Thomas,Male,74.9,20.7,65.7,1.0,Medium,79.0,1.8,95.9,False
,Isabella Smith,Male,80.9,7.1,61.4,1.0,medium,63.1,1.9,152.9,False
613.0,Emily White,,62.2,6.6,73.1,,high,71.6,5.3,111.2,False
739.0,Matthew Smith,male,,22.1,50.5,0.0,High,80.2,2.9,88.9,True
547.0,Benjamin White,Female,81.1,4.2,71.2,2.0,medium,74.6,-4.9,52.3,True
726.0,Michael Clark,Female,82.2,7.8,79.6,1.0,High,73.9,0.7,58.3,False
684.0,David Clark,female,85.9,17.5,70.4,0.0,Low,71.8,2.1,65.8,False
99.0,Evelyn Johnson,Female,90.1,24.6,82.0,2.0,Medium,91.7,4.0,71.3,True
805.0,Matthew Brown,Male,86.8,13.1,66.9,1.0,Medium,77.8,2.5,64.8,False
728.0,Alex Lee,male,77.3,11.7,70.6,1.0, Medium ,70.9,3.7,86.5,True
574.0,,Male,78.0,18.1,,0.0,MEDIUM,64.9,0.4,62.7,False
407.0,Mia Wilson,Male,79.9,19.1,80.0,1.0,HIGH,95.1,2.7,71.4,True
503.0,David Miller,Female,79.3,17.8,81.2,1.0,Medium,83.3,0.5,65.2,True
48.0,Sebastian Perez,Female,81.6,,80.4,1.0,Medium,79.1,2.6,93.6,True
33.0,Alex Harris,,75.8,20.6,71.6,0.0,Low,,3.1,51.0,False
780.0,Elizabeth White,male,79.0,9.1,82.7,1.0,High,74.6,2.5,69.3,False
840.0,Sofia Martin,FEMALE,78.9,16.9,,0.0,High,74.0,1.0,78.3,False
201.0,James Robinson, Male ,100.0,10.0,75.2,1.0,Medium,87.2,3.4,72.7,False
135.0,Emily Perez,Male,85.8,6.4,70.5,1.0,High,71.9,0.9,60.7,False
28.0,Jackson Rodriguez, Female ,68.3,21.1,78.2,0.0,Medium,75.3,-5.6,68.7,False
,Ethan Lewis,Female,60.1,0.0,66.0,0.0,Medium,64.2,1.4,67.9,False
