Gender,AttendanceRate,StudyHoursPerWeek,PreviousGrade,ExtracurricularActivities,ParentalSupport,FinalGrade,Online Classes Taken,PerformanceLevel,Gender_enc,ParentalSupport_enc,OnlineClasses_enc,StudentID,Name,PredictedLevel
Male,84.6,13.3,46.5,0.0,Low,63.3,False,Low,1,0,0,850.0,Ethan Jones,Low
Male,88.0,16.2,72.3,1.0,Medium,75.7,False,Average,1,1,0,705.0,Michael Walker,Average
Male,89.9,16.2,75.4,1.0,High,98.3,True,High,1,2,1,751.0,David Walker,High
Female,100.0,17.1,85.9,3.0,Low,89.1,False,High,0,0,0,264.0,Sofia Ramirez,High
Male,80.7,12.8,72.2,1.0,High,79.8,True,Average,1,2,1,444.0,Lucas Taylor,Average
Female,78.4,26.7,73.6,1.0,Low,83.3,False,Average,0,0,0,689.0,Mia Young,Average
Female,71.5,12.7,74.2,1.0,Low,69.7,False,Low,0,0,0,305.0,,Low
Male,86.4,21.8,66.0,2.0,High,89.3,True,High,1,2,1,342.0,Ava Jones,High
Female,67.9,17.2,73.1,2.0,Medium,73.0,False,Average,0,1,0,612.0,Mia Jones,Average
Female,90.2,22.6,76.2,1.0,Medium,86.4,True,High,0,1,1,985.0,Harper Thompson,High
Female,78.2,16.2,74.5,1.0,Medium,76.2,False,Average,0,1,0,150.0,Sarah Lewis,Average
Female,80.8,18.8,78.7,1.0,Medium,80.3,False,Average,0,1,0,125.0,Elizabeth Lewis,Average
Female,58.2,16.6,78.5,1.0,Medium,68.6,False,Low,0,1,0,801.0,John Johnson,Low
Female,74.5,15.6,67.1,3.0,Medium,68.2,True,Low,0,1,1,838.0,,Low
Male,82.7,12.4,81.1,1.0,Medium,79.7,False,Average,1,1,0,51.0,Matthew Jackson,Average
Male,81.9,12.8,74.5,0.0,Low,75.3,True,Average,1,0,1,354.0,Mia Walker,Average
Male,75.0,22.3,93.6,1.0,Medium,78.6,True,Average,1,1,1,944.0,Lucas Smith,Average
Female,94.6,15.5,58.3,2.0,Low,79.9,False,Average,0,0,0,143.0,Ava Walker,Average
Female,64.8,11.5,62.3,0.0,Medium,68.8,True,Low,0,1,1,471.0,Matthew Robinson,Low
Female,68.0,10.7,79.7,1.0,Low,77.8,False,Average,0,0,0,400.0,Sophia Rodriguez,Average
Male,63.9,28.1,80.2,1.0,High,83.1,False,Average,1,2,0,639.0,Emily Garcia,Average
Male,90.1,25.0,79.5,1.0,Low,85.2,True,High,1,0,1,321.0,Sophia Brown,High
Male,99.1,14.3,75.2,0.0,Low,79.5,True,Average,1,0,1,20.0,Mia Brown,Average
Female,86.6,11.6,70.1,2.0,Medium,70.0,False,Average,0,1,0,825.0,Ethan Clark,Average
Female,84.8,23.8,69.4,2.0,High,76.4,False,Average,0,2,0,824.0,Evelyn Robinson,Average
Female,88.8,25.2,95.0,1.0,Medium,95.3,True,High,0,1,1,408.0,Emma Robinson,High
Male,81.1,30.0,72.1,0.0,Medium,93.1,False,High,1,1,0,538.0,Michael Brown,High
Female,90.2,11.3,60.8,0.0,Medium,68.8,True,Low,0,1,1,634.0,Isabella Robinson,Average
Female,89.1,12.7,72.2,2.0,Low,78.6,False,Average,0,0,0,,Ava Thomas,Average
Female,92.8,23.2,59.5,1.0,Low,83.6,False,Average,0,0,0,176.0,Mia Wilson,Average
Female,100.0,14.9,72.2,2.0,High,79.9,False,Average,0,2,0,246.0,Alex Allen,Average
Male,77.7,21.9,67.9,1.0,Low,76.3,False,Average,1,0,0,844.0,Sarah Lewis,Average
Male,81.1,14.9,73.2,4.0,Low,79.2,True,Average,1,0,1,681.0,Abigail Young,Average
Male,90.3,13.0,78.9,1.0,Medium,79.3,False,Average,1,1,0,851.0,Charlotte Williams,Average
Male,81.7,13.6,87.3,0.0,Low,77.4,True,Average,1,0,1,874.0,Michael Young,Average
Female,75.2,4.9,52.8,1.0,Low,60.2,False,Low,0,0,0,155.0,Mia Martinez,Low
Female,69.1,10.9,65.1,0.0,Medium,65.5,False,Low,0,1,0,616.0,Evelyn Garcia,Low
Female,81.0,23.2,80.7,1.0,Medium,77.6,False,Average,0,1,0,758.0,Isabella Perez,Average
Female,67.4,17.3,72.3,2.0,Medium,65.8,False,Low,0,1,0,18.0,Michael Moore,Low
Female,91.4,24.5,77.4,2.0,Medium,93.0,False,High,0,1,0,128.0,Matthew Thompson,High
Male,57.6,19.0,63.7,0.0,Medium,73.5,True,Average,1,1,1,323.0,,Average
Female,83.3,16.4,64.7,4.0,High,80.3,False,Average,0,2,0,256.0,Emma Williams,Average
Female,83.0,20.0,87.2,1.0,Medium,91.8,False,High,0,1,0,671.0,David Sanchez,High
Female,72.3,16.4,74.6,1.0,Medium,74.7,False,Average,0,1,0,983.0,,Average
Male,76.9,9.7,92.2,1.0,Low,74.6,True,Average,1,0,1,191.0,Daniel Taylor,Average
Male,69.4,18.3,52.2,2.0,High,71.3,False,Average,1,2,0,,Harper Moore,Average
Male,86.7,21.8,84.1,1.0,Medium,86.3,False,High,1,1,0,630.0,James Brown,High
Female,67.3,19.5,56.3,0.0,High,65.3,True,Low,0,2,1,181.0,,Low
Male,74.2,6.3,84.1,2.0,Medium,74.4,False,Average,1,1,0,302.0,Jackson Taylor,Average
Female,97.8,21.2,91.9,0.0,Medium,89.1,False,High,0,1,0,774.0,Abigail Anderson,High
Male,79.6,6.8,67.9,0.0,High,63.4,False,Low,1,2,0,912.0,Olivia Robinson,Low
Male,82.9,6.0,100.0,1.0,Low,84.0,True,Average,1,0,1,763.0,David Smith,Average
Female,84.2,15.2,72.0,2.0,Low,75.6,False,Average,0,0,0,518.0,Sarah Johnson,Average
Female,87.0,21.5,94.8,0.0,Medium,93.6,False,High,0,1,0,46.0,Charlotte Jones,High
Male,88.8,15.6,83.7,0.0,Low,77.5,False,Average,1,0,0,925.0,Noah Wilson,Average
Female,64.2,21.6,66.6,1.0,High,79.2,True,Average,0,2,1,158.0,Henry Lewis,Low
Male,75.5,29.4,95.6,2.0,Low,90.0,False,High,1,0,0,759.0,Michael Lee,High
Male,73.7,10.1,89.3,0.0,Medium,78.1,True,Average,1,1,1,172.0,Alex Perez,Average
Male,100.0,3.8,49.3,0.0,Medium,72.9,True,Average,1,1,1,17.0,Amelia Anderson,Average
Female,78.9,15.7,77.6,0.0,Low,66.1,True,Low,0,0,1,512.0,Matthew Miller,Low
Female,100.0,21.4,81.6,1.0,High,89.5,False,High,0,2,0,49.0,Daniel White,High
Male,90.2,15.8,75.1,1.0,Low,74.3,True,Average,1,0,1,990.0,Emily Walker,Average
Male,85.7,21.2,74.4,1.0,High,86.3,False,High,1,2,0,856.0,Elizabeth Lewis,High
Female,89.7,17.9,78.6,1.0,Low,83.9,False,Average,0,0,0,516.0,Michael Walker,Average
Female,69.3,25.9,74.5,2.0,Low,70.4,True,Average,0,0,1,481.0,Ava Jones,Average
Female,68.9,5.3,82.6,1.0,Low,71.3,False,Average,0,0,0,284.0,Lucas Ramirez,Average
Female,72.0,16.5,81.9,1.0,Low,78.1,False,Average,0,0,0,733.0,Sofia White,Average
Female,76.8,18.5,71.3,0.0,High,81.2,False,Average,0,2,0,668.0,Elizabeth White,Average
Female,88.4,16.8,78.2,1.0,Medium,83.4,False,Average,0,1,0,226.0,Sophia Allen,Average
Female,90.8,16.6,83.8,0.0,High,94.4,False,High,0,2,0,27.0,Benjamin Williams,High
Female,85.3,12.1,54.2,1.0,Medium,65.6,True,Low,0,1,1,797.0,,Low
Female,86.5,16.5,96.5,1.0,High,98.2,True,High,0,2,1,438.0,Sofia Thompson,High
Male,76.2,19.2,58.3,3.0,Low,85.3,True,High,1,0,1,968.0,Sophia Moore,High
Female,73.2,16.1,71.1,2.0,Medium,76.2,True,Average,0,1,1,365.0,Michael Martin,Average
Male,90.7,4.5,91.2,0.0,Medium,76.6,True,Average,1,1,1,230.0,Olivia Rodriguez,Average
Male,70.5,2.8,88.0,0.0,Medium,67.9,False,Low,1,1,0,38.0,Jackson Smith,Low
Female,89.4,13.8,62.8,0.0,Medium,71.7,True,Average,0,1,1,984.0,Evelyn Sanchez,Average
Female,87.8,19.0,92.2,3.0,Low,78.4,False,Average,0,0,0,375.0,Sebastian Robinson,Average
Male,89.3,14.1,65.9,1.0,Medium,75.0,False,Average,1,1,0,470.0,Sofia Johnson,Average
Female,100.0,14.0,62.1,2.0,Medium,80.8,False,Average,0,1,0,986.0,Evelyn Clark,Average
Male,87.2,17.7,69.7,1.0,High,78.7,False,Average,1,2,0,866.0,Daniel Taylor,Average
Female,87.1,17.1,79.0,0.0,Low,89.0,False,High,0,0,0,718.0,Lucas Anderson,High
Male,73.9,13.5,78.8,1.0,Low,77.4,False,Average,1,0,0,740.0,Sebastian Miller,Average
Female,79.6,15.9,82.5,1.0,Medium,79.8,False,Average,0,1,0,195.0,David Jackson,Average
Female,90.4,6.2,72.0,2.0,High,80.1,True,Average,0,2,1,880.0,Ethan Brown,Average
Male,79.6,11.6,69.5,1.0,Low,66.1,True,Low,1,0,1,504.0,Sebastian Martinez,Low
Female,77.4,21.9,75.2,2.0,Medium,87.1,True,High,0,1,1,988.0,Sophia Miller,High
Male,77.1,19.1,75.0,0.0,Low,70.7,False,Average,1,0,0,846.0,John Perez,Average
Female,84.9,15.6,72.9,0.0,Low,71.0,False,Average,0,0,0,580.0,Michael Perez,Average
Female,78.2,13.5,80.1,0.0,Low,71.1,False,Average,0,0,0,987.0,Ethan Ramirez,Average
Male,89.6,25.2,64.4,4.0,Medium,87.2,True,High,1,1,1,,Benjamin Lewis,High
Male,82.5,5.4,68.9,0.0,Low,74.3,True,Average,1,0,1,716.0,Emily Robinson,Average
Female,81.6,16.2,68.0,2.0,Low,74.0,True,Average,0,0,1,153.0,Sofia Taylor,Average
Female,84.2,12.4,66.8,0.0,High,68.6,False,Low,0,2,0,695.0,Alex Jones,Low
Female,69.8,16.2,66.0,1.0,High,71.7,False,Average,0,2,0,714.0,Matthew Sanchez,Average
Female,82.9,10.9,100.0,1.0,Medium,87.1,True,High,0,1,1,996.0,Ethan Smith,High
Female,79.8,19.8,84.4,0.0,Low,75.0,True,Average,0,0,1,112.0,Emily Miller,Average
Female,76.6,5.5,60.4,1.0,Low,72.0,True,Average,0,0,1,227.0,Jackson Brown,Low
Male,89.9,16.7,83.8,2.0,Medium,79.2,False,Average,1,1,0,910.0,Alex Young,Average
Male,70.5,26.1,73.0,1.0,High,89.5,True,High,1,2,1,104.0,,High
Female,96.2,21.4,91.9,1.0,High,90.2,True,High,0,2,1,422.0,Daniel Allen,High
Male,65.7,18.4,78.6,0.0,High,82.5,True,Average,1,2,1,420.0,Amelia Moore,Average
Male,71.0,17.5,66.7,0.0,High,82.6,False,Average,1,2,0,765.0,,Average
Male,88.6,18.9,73.0,2.0,Medium,81.2,False,Average,1,1,0,587.0,Daniel Ramirez,Average
Male,85.7,32.05,75.1,2.0,Low,87.7,False,High,1,0,0,845.0,John Sanchez,High
Female,78.2,16.3,79.2,2.0,Low,72.4,False,Average,0,0,0,673.0,,Average
Female,85.5,24.2,58.9,2.0,Low,59.6,True,Low,0,0,1,120.0,Michael Moore,Low
Female,62.0,20.8,87.9,0.0,High,84.4,True,Average,0,2,1,54.0,Lucas Young,High
Male,79.5,20.9,74.5,1.0,Medium,76.1,False,Average,1,1,0,152.0,Ava Jackson,Average
Female,92.2,32.05,94.7,2.0,Medium,92.1,False,High,0,1,0,404.0,Charlotte Martinez,High
Male,79.2,16.2,74.5,1.0,Medium,89.8,False,High,1,1,0,,Benjamin Allen,Average
Female,82.0,14.4,61.8,1.0,Medium,72.2,True,Average,0,1,1,208.0,Charlotte Harris,Average
Male,84.2,11.1,66.5,0.0,High,75.6,False,Average,1,2,0,659.0,Alex Lewis,Average
Female,100.0,22.8,63.6,0.0,Low,77.0,False,Average,0,0,0,859.0,Daniel Jackson,Average
Female,58.3,19.0,74.3,2.0,Medium,70.6,False,Average,0,1,0,949.0,David Smith,Average
Female,67.7,20.0,92.1,1.0,Medium,81.4,False,Average,0,1,0,9.0,Liam Sanchez,Average
Male,93.0,12.7,84.6,1.0,High,90.8,False,High,1,2,0,823.0,Emma Martinez,High
Female,85.2,15.3,87.0,1.0,Medium,84.1,False,Average,0,1,0,37.0,Elizabeth Walker,Average
Male,87.5,16.0,69.3,0.0,High,86.7,False,High,1,2,0,453.0,Lucas Johnson,High
Female,87.0,23.3,74.5,1.0,Medium,87.9,False,High,0,1,0,652.0,Evelyn Smith,Average
Female,80.9,9.2,74.5,2.0,Medium,78.4,True,Average,0,1,1,254.0,Sophia Clark,Average
Female,71.4,21.3,82.1,1.0,Low,82.7,False,Average,0,0,0,304.0,Sebastian Robinson,Average
Male,82.9,24.6,94.5,2.0,High,86.6,False,High,1,2,0,761.0,Olivia Anderson,High
Female,77.1,19.4,69.5,3.0,High,80.5,True,Average,0,2,1,572.0,Benjamin Wilson,Average
Female,83.6,12.9,70.6,0.0,Medium,63.4,False,Low,0,1,0,624.0,,Average
Male,72.0,19.4,100.0,0.0,Low,83.1,True,Average,1,0,1,724.0,Michael Harris,Average
Male,94.0,13.0,64.6,2.0,Medium,77.2,True,Average,1,1,1,833.0,Mia Lee,Average
Female,78.6,21.2,72.4,3.0,Medium,85.9,True,High,0,1,1,611.0,Elizabeth Clark,High
Male,100.0,18.0,59.7,0.0,Medium,88.4,False,High,1,1,0,298.0,Mia White,High
Male,71.4,16.7,59.7,1.0,Low,62.3,True,Low,1,0,1,415.0,John Lee,Low
Female,81.8,18.0,69.4,2.0,High,82.5,False,Average,0,2,0,803.0,Amelia Thomas,Average
Male,84.6,9.9,74.5,1.0,Medium,73.0,False,Average,1,1,0,641.0,Daniel Harris,Average
Female,100.0,18.9,48.8,1.0,Medium,74.8,True,Average,0,1,1,905.0,Mia Martinez,Average
Female,69.4,30.2,79.3,0.0,Medium,85.1,False,High,0,1,0,551.0,Jackson Rodriguez,High
Female,78.0,20.2,72.0,2.0,Medium,74.3,False,Average,0,1,0,992.0,Henry Thomas,Average
Female,73.3,20.4,74.3,0.0,Medium,74.6,False,Average,0,1,0,,Matthew Brown,Average
Male,81.8,22.4,87.7,0.0,Medium,66.1,True,Low,1,1,1,711.0,Daniel Wilson,Low
Female,84.0,14.8,92.6,1.0,Medium,83.0,False,Average,0,1,0,148.0,Noah Clark,Average
Male,87.1,10.0,55.2,1.0,Medium,75.8,False,Average,1,1,0,147.0,Sarah Jackson,Average
Male,81.8,15.3,90.3,0.0,Low,90.3,False,High,1,0,0,735.0,Liam Lewis,High
Male,78.5,26.0,77.9,2.0,Low,86.1,False,High,1,0,0,948.0,Emma Walker,High
Female,99.8,9.8,73.4,1.0,High,79.7,False,Average,0,2,0,754.0,David Anderson,Average
Male,82.4,17.7,73.8,0.0,Medium,76.8,False,Average,1,1,0,349.0,Olivia Sanchez,Average
Female,93.3,12.1,83.0,0.0,Low,79.8,False,Average,0,0,0,464.0,Benjamin Johnson,Average
Female,94.1,16.6,60.4,2.0,High,81.7,False,Average,0,2,0,326.0,Liam Garcia,Average
Male,81.8,25.8,92.1,0.0,Medium,100.0,False,High,1,1,0,187.0,Emma Jones,High
Female,75.0,18.0,74.3,2.0,Medium,91.2,True,High,0,1,1,124.0,Lucas Davis,High
Female,83.7,12.0,81.8,0.0,Low,78.8,False,Average,0,0,0,,Mia Smith,Average
Female,87.3,28.5,73.9,1.0,Medium,91.1,True,High,0,1,1,609.0,Charlotte Davis,High
Female,67.8,17.2,92.5,2.0,Medium,94.4,True,High,0,1,1,144.0,Benjamin Lewis,High
Female,80.0,10.9,48.4,1.0,Medium,60.1,True,Low,0,1,1,610.0,Elizabeth Brown,Average
Female,76.3,16.7,84.1,0.0,Medium,87.3,False,High,0,1,0,294.0,Sophia Smith,High
Male,88.6,7.2,60.4,1.0,Medium,70.1,False,Average,1,1,0,401.0,Charlotte Lewis,Average
Female,87.5,15.5,75.9,2.0,Low,84.9,False,Average,0,0,0,123.0,Evelyn Rodriguez,Average
Female,88.5,10.3,67.2,0.0,Medium,78.3,True,Average,0,1,1,184.0,Daniel Thomas,Average
Male,81.0,13.9,69.8,0.0,High,69.1,False,Low,1,2,0,203.0,Lucas Allen,Average
Female,77.5,10.8,74.5,1.0,High,67.5,True,Low,0,2,1,439.0,Alex Martinez,Low
Female,77.5,18.4,72.9,1.0,Medium,73.8,False,Average,0,1,0,247.0,Matthew Lewis,Average
Male,63.7,2.5,79.8,1.0,Medium,70.8,False,Average,1,1,0,416.0,Daniel Clark,Average
Female,71.6,22.9,71.8,1.0,High,85.8,False,High,0,2,0,791.0,Alex Lee,High
Male,59.8,19.5,87.5,0.0,Medium,65.7,False,Low,1,1,0,867.0,Jackson Brown,Low
Female,89.9,17.9,78.8,0.0,Low,82.6,True,Average,0,0,1,922.0,Harper Martin,Average
Female,71.8,14.0,81.3,0.0,Medium,78.9,False,Average,0,1,0,973.0,Lucas White,Average
Female,78.5,17.3,70.6,2.0,High,78.6,True,Average,0,2,1,903.0,Liam Harris,Average
Male,77.4,19.7,68.4,0.0,High,71.9,False,Average,1,2,0,130.0,Evelyn Thompson,Average
Female,74.0,12.1,84.8,4.0,Medium,82.3,False,Average,0,1,0,638.0,Ava Perez,Average
Female,92.8,10.7,93.1,3.0,Low,87.3,True,High,0,0,1,799.0,Sophia Moore,High
Female,86.9,18.9,77.7,1.0,Low,82.6,False,Average,0,0,0,785.0,Lucas Harris,Average
Male,63.4,22.4,64.9,1.0,High,65.9,True,Low,1,2,1,736.0,Daniel Clark,Low
Male,79.2,18.7,76.0,1.0,Medium,87.7,False,High,1,1,0,220.0,Sofia Thomas,High
Male,64.9,12.9,77.1,3.0,Medium,66.5,False,Low,1,1,0,642.0,Sofia Johnson,Low
Male,62.4,9.6,77.2,1.0,Low,62.7,True,Low,1,0,1,931.0,Henry Williams,Low
Female,100.0,18.9,78.1,3.0,High,90.5,False,High,0,2,0,847.0,Emma Taylor,High
Male,75.9,18.6,70.4,1.0,High,84.0,False,Average,1,2,0,926.0,David Brown,Average
Male,70.4,19.6,78.0,1.0,Medium,74.7,True,Average,1,1,1,936.0,David Jones,Average
Female,92.2,13.2,87.3,1.0,Medium,80.9,False,Average,0,1,0,625.0,Ethan Martin,Average
Male,82.6,16.8,78.0,1.0,Medium,82.8,False,Average,1,1,0,854.0,Noah Jones,Average
Female,72.8,13.1,89.8,1.0,Medium,76.7,True,Average,0,1,1,775.0,Elizabeth Clark,Average
Female,82.3,12.6,73.9,0.0,Medium,79.1,True,Average,0,1,1,387.0,,Average
Male,90.0,15.8,62.6,3.0,Medium,76.7,False,Average,1,1,0,510.0,Noah White,Average
Female,76.7,15.0,82.6,1.0,Medium,82.4,True,Average,0,1,1,268.0,James Anderson,Average
Male,93.6,12.5,75.9,0.0,Low,78.0,True,Average,1,0,1,835.0,Elizabeth Taylor,Average
Male,92.7,7.6,83.0,3.0,High,80.1,False,Average,1,2,0,442.0,Sophia Jackson,Average
Male,91.1,19.2,65.9,3.0,Medium,85.1,True,High,1,1,1,497.0,Michael Martin,High
Female,85.4,24.8,79.4,3.0,Medium,100.0,False,High,0,1,0,113.0,Henry Garcia,High
Female,89.3,10.5,92.5,3.0,High,95.4,False,High,0,2,0,692.0,,High
Male,90.1,7.2,68.3,2.0,Medium,77.2,False,Average,1,1,0,885.0,Jackson Perez,Average
Male,81.7,18.6,74.1,2.0,Medium,85.5,True,High,1,1,1,608.0,Amelia Lee,Average
Female,100.0,12.0,65.8,0.0,Low,78.7,False,Average,0,0,0,672.0,Ethan Lee,Average
Male,86.1,10.0,65.7,1.0,High,85.9,True,High,1,2,1,374.0,Isabella Taylor,High
Female,62.8,20.6,77.5,2.0,Medium,90.3,True,High,0,1,1,1000.0,Amelia Rodriguez,High
Female,86.0,12.0,68.5,1.0,Medium,74.6,True,Average,0,1,1,858.0,Sarah Lee,Average
Male,76.7,13.8,59.1,1.0,Medium,71.9,True,Average,1,1,1,234.0,Matthew Sanchez,Average
Male,87.5,14.0,70.6,1.0,Medium,83.5,False,Average,1,1,0,800.0,Mia Jackson,Average
Female,84.5,23.6,91.6,0.0,Medium,100.0,False,High,0,1,0,677.0,Harper Jones,High
Male,84.1,13.2,80.5,0.0,High,80.0,True,Average,1,2,1,318.0,Abigail Lee,Average
Female,74.0,8.2,92.6,1.0,High,79.1,False,Average,0,2,0,649.0,David Allen,Average
Female,90.7,4.9,75.2,1.0,High,77.0,True,Average,0,2,1,,Olivia Johnson,Average
Male,97.9,12.5,96.3,2.0,Medium,92.9,False,High,1,1,0,914.0,Charlotte Clark,High
Male,75.8,8.9,81.0,1.0,Medium,83.1,True,Average,1,1,1,710.0,Mia Miller,Average
Female,86.8,20.5,93.7,0.0,Medium,81.1,False,Average,0,1,0,359.0,Alex Brown,Average
Male,88.1,22.2,80.5,2.0,Medium,88.0,False,High,1,1,0,259.0,Olivia Martin,High
Male,92.8,18.6,91.7,0.0,Medium,78.5,True,Average,1,1,1,745.0,Emily Miller,Average
Male,77.3,10.6,54.4,1.0,High,72.6,False,Average,1,2,0,628.0,Isabella Lee,Low
Female,83.3,21.6,65.8,1.0,Medium,79.5,False,Average,0,1,0,633.0,Mia Williams,Average
Male,87.1,11.0,54.5,0.0,Medium,68.2,False,Low,1,1,0,283.0,Daniel Anderson,Low
Female,84.2,19.3,81.9,2.0,High,89.3,True,High,0,2,1,377.0,Matthew Young,High
Male,68.9,12.0,76.0,4.0,Low,70.1,False,Average,1,0,0,385.0,John Anderson,Average
Male,75.6,7.1,62.4,2.0,Medium,73.1,True,Average,1,1,1,225.0,Abigail Taylor,Average
Male,92.3,24.4,55.1,2.0,Medium,72.1,False,Average,1,1,0,972.0,Benjamin Walker,Average
Male,66.2,9.8,80.0,2.0,Low,73.5,False,Average,1,0,0,830.0,John Allen,Average
Male,73.4,23.1,79.2,1.0,Low,80.6,False,Average,1,0,0,473.0,Benjamin Thomas,Average
Female,82.0,4.5,76.9,2.0,Low,78.0,False,Average,0,0,0,348.0,,Average
Male,86.9,16.2,65.4,1.0,Medium,67.0,False,Low,1,1,0,506.0,Mia Davis,Low
Female,97.4,19.5,72.4,1.0,Low,82.1,True,Average,0,0,1,640.0,David Rodriguez,Average
Female,84.5,25.9,88.4,1.0,High,94.6,False,High,0,2,0,798.0,Mia Garcia,High
Female,73.3,6.9,74.0,1.0,Medium,64.7,False,Low,0,1,0,945.0,Michael Anderson,Average
Male,79.3,17.4,98.3,1.0,Medium,92.4,True,High,1,1,1,921.0,Sebastian Anderson,High
Female,72.8,22.3,68.9,1.0,High,63.0,False,Low,0,2,0,620.0,Emma Allen,Low
Male,73.0,16.1,97.0,2.0,Medium,79.1,False,Average,1,1,0,871.0,Mia Johnson,Average
Male,58.7,23.4,91.3,1.0,High,88.3,False,High,1,2,0,960.0,Benjamin Garcia,High
Male,76.9,16.3,84.3,1.0,Low,81.3,True,Average,1,0,1,646.0,Sophia Rodriguez,Average
Female,94.6,14.1,76.2,0.0,High,81.6,False,Average,0,2,0,862.0,Sofia Rodriguez,Average
Female,81.7,12.2,93.1,3.0,High,93.6,True,High,0,2,1,557.0,Matthew Robinson,High
Male,72.4,19.2,85.2,0.0,High,88.9,False,High,1,2,0,976.0,Liam Johnson,High
Male,92.0,15.4,74.8,4.0,Low,81.2,False,Average,1,0,0,578.0,Amelia Clark,Average
Female,79.6,13.1,67.2,1.0,High,70.0,True,Average,0,2,1,86.0,Abigail Lewis,Average
Male,83.4,21.0,66.1,1.0,High,84.2,False,Average,1,2,0,243.0,Alex Young,Average
Male,88.8,7.3,87.6,1.0,Medium,72.7,False,Average,1,1,0,699.0,Sarah Wilson,Average
Male,74.4,25.9,71.8,3.0,Medium,76.0,False,Average,1,1,0,160.0,Emily Wilson,Average
Male,74.1,8.1,65.3,2.0,Low,79.4,False,Average,1,0,0,525.0,Sophia Perez,Average
Female,71.0,29.3,74.5,0.0,Medium,82.1,False,Average,0,1,0,36.0,Sarah Sanchez,Average
Male,77.5,23.5,78.0,0.0,Medium,75.5,False,Average,1,1,0,541.0,Abigail Moore,Average
Male,69.8,16.5,83.7,2.0,Low,75.3,False,Average,1,0,0,171.0,Michael Perez,Average
Female,86.9,17.7,65.3,0.0,Medium,70.0,False,Average,0,1,0,655.0,Henry Jones,Average
Female,96.8,8.3,86.6,1.0,High,90.9,True,High,0,2,1,906.0,Abigail Davis,High
Female,84.6,4.7,93.3,0.0,High,86.5,True,High,0,2,1,873.0,Michael Perez,High
Female,87.0,19.8,56.8,1.0,Medium,87.1,False,High,0,1,0,917.0,Henry Rodriguez,Average
Female,63.4,16.0,88.9,1.0,Low,75.0,True,Average,0,0,1,961.0,Emma Lewis,Average
Male,82.4,8.9,63.0,1.0,Medium,71.5,False,Average,1,1,0,734.0,Emily Lewis,Low
Male,75.7,13.7,72.0,2.0,Low,73.9,True,Average,1,0,1,96.0,Ava Williams,Average
Male,81.3,11.4,56.5,1.0,Medium,78.1,True,Average,1,1,1,564.0,Olivia Walker,Average
Male,70.7,21.1,74.4,1.0,Medium,75.2,False,Average,1,1,0,241.0,Emma Jackson,Average
Female,82.9,14.2,81.5,1.0,Medium,76.3,False,Average,0,1,0,743.0,Evelyn Thomas,Average
Female,83.1,22.5,66.3,2.0,Medium,84.2,False,Average,0,1,0,575.0,John Jones,Average
Male,81.4,17.6,70.2,1.0,High,79.1,True,Average,1,2,1,691.0,Charlotte Clark,Average
Male,81.8,11.7,78.9,1.0,High,78.3,True,Average,1,2,1,461.0,Abigail Clark,Average
Male,81.9,16.7,95.7,4.0,High,94.5,True,High,1,2,1,554.0,Sophia Perez,High
Female,84.0,11.2,57.4,3.0,High,91.9,False,High,0,2,0,894.0,Charlotte Harris,High
Male,84.2,13.6,75.1,1.0,High,77.8,False,Average,1,2,0,207.0,Matthew Jackson,Average
Female,79.0,24.2,58.8,2.0,Medium,79.1,True,Average,0,1,1,393.0,Isabella Allen,Average
Male,92.3,13.8,65.5,0.0,Medium,66.1,False,Low,1,1,0,795.0,Benjamin Moore,Low
Male,92.4,16.8,75.1,2.0,Medium,92.5,True,High,1,1,1,398.0,Olivia Thompson,High
Male,83.5,10.5,79.8,3.0,Low,91.4,False,High,1,0,0,767.0,Ethan Jackson,Average
Female,82.1,20.7,76.4,1.0,Medium,78.8,False,Average,0,1,0,864.0,Emily Anderson,Average
Female,85.6,19.1,82.3,1.0,High,95.4,True,High,0,2,1,218.0,Alex Harris,High
Female,91.9,11.8,80.9,1.0,Medium,78.7,True,Average,0,1,1,5.0,Benjamin Brown,Average
Male,100.0,19.7,67.0,1.0,Medium,71.9,False,Average,1,1,0,769.0,Emma Williams,Average
Male,74.9,20.7,65.7,1.0,Medium,79.0,False,Average,1,1,0,643.0,Elizabeth Thomas,Average
Male,80.9,7.1,61.4,1.0,Medium,63.1,False,Low,1,1,0,,Isabella Smith,Low
Male,62.2,6.6,73.1,1.0,High,71.6,False,Average,1,2,0,613.0,Emily White,Average
Male,81.8,22.1,50.5,0.0,High,80.2,True,Average,1,2,1,739.0,Matthew Smith,Average
Female,81.1,4.2,71.2,2.0,Medium,74.6,True,Average,0,1,1,547.0,Benjamin White,Average
Female,82.2,7.8,79.6,1.0,High,73.9,False,Average,0,2,0,726.0,Michael Clark,Average
Female,85.9,17.5,70.4,0.0,Low,71.8,False,Average,0,0,0,684.0,David Clark,Average
Female,90.1,24.6,82.0,2.0,Medium,91.7,True,High,0,1,1,99.0,Evelyn Johnson,High
Male,86.8,13.1,66.9,1.0,Medium,77.8,False,Average,1,1,0,805.0,Matthew Brown,Average
Male,77.3,11.7,70.6,1.0,Medium,70.9,True,Average,1,1,1,728.0,Alex Lee,Average
Male,78.0,18.1,74.5,0.0,Medium,64.9,False,Low,1,1,0,574.0,,Low
Male,79.9,19.1,80.0,1.0,High,95.1,True,High,1,2,1,407.0,Mia Wilson,High
